Time,Value
39.997,105646
40.017,105713
40.037,105716
40.057,105736
40.077,105841
40.099,105780
40.117,105759
40.137,105813
40.157,105853
40.178,105842
40.198,105935
40.216,105903
40.236,105828
40.258,105904
40.278,105918
40.298,105954
40.316,106058
40.336,106017
40.357,105946
40.377,106048
40.397,105995
40.418,105864
40.437,105825
40.457,105682
40.477,105558
40.497,105592
40.517,105601
40.538,105617
40.558,105725
40.579,105676
40.597,105620
40.618,105674
40.638,105705
40.658,105709
40.678,105813
40.698,105768
40.717,105659
40.738,105721
40.758,105706
40.778,105741
40.797,105830
40.817,105812
40.837,105773
40.857,105863
40.877,105904
40.899,105908
40.917,106006
40.937,106007
40.957,105942
40.978,106032
40.998,106053
41.018,106062
41.038,106172
41.059,106147
41.078,106096
41.098,106156
41.118,106181
41.138,106182
41.158,106302
41.179,106294
41.199,106160
41.218,106125
41.238,105992
41.259,105833
41.279,105845
41.297,105754
41.317,105644
41.338,105705
41.358,105728
41.379,105712
41.397,105804
41.418,105765
41.438,105697
41.458,105781
41.478,105779
41.498,105766
41.518,105843
41.54,105799
41.558,105727
41.578,105786
41.598,105816
41.619,105814
41.639,105936
41.659,105919
41.679,105848
41.7,105943
41.719,105970
41.739,105994
41.759,106083
41.779,106049
41.798,105996
41.818,106100
41.838,106122
41.859,106097
41.878,106203
41.898,106166
41.918,106122
41.938,106209
41.958,106211
41.979,106238
41.999,106345
42.02,106317
42.038,106176
42.059,106091
42.079,105955
42.099,105825
42.119,105825
42.139,105742
42.159,105656
42.181,105694
42.199,105707
42.219,105698
42.239,105789
42.26,105738
42.28,105627
42.298,105711
42.318,105714
42.34,105701
42.36,105769
42.378,105725
42.398,105616
42.419,105675
42.439,105702
42.459,105698
42.479,105789
42.5,105778
42.519,105734
42.539,105792
42.559,105806
42.579,105794
42.599,105918
42.62,105878
42.64,105817
42.661,105883
42.679,105892
42.7,105868
42.72,105993
42.74,105959
42.76,105886
42.78,105956
42.799,105997
42.82,105985
42.84,106114
42.86,106052
42.879,105862
42.899,105756
42.919,105650
42.939,105549
42.959,105586
42.981,105519
42.999,105448
43.019,105520
43.039,105542
43.06,105533
43.08,105617
43.1,105577
43.12,105545
43.141,105601
43.16,105584
43.18,105585
43.2,105655
43.22,105593
43.241,105531
43.261,105590
43.279,105624
43.3,105633
43.321,105746
43.341,105721
43.361,105670
43.379,105765
43.399,105790
43.42,105815
43.44,105943
43.461,105907
43.479,105846
43.5,105937
43.52,105959
43.54,105978
43.56,106084
43.58,106027
43.6,105979
43.622,106070
43.64,106069
43.66,105985
43.681,105942
43.701,105760
43.721,105591
43.741,105585
43.761,105592
43.781,105570
43.801,105662
43.821,105626
43.841,105539
43.861,105601
43.88,105617
43.9,105636
43.92,105719
43.941,105680
43.96,105612
43.98,105662
44,105643
44.02,105642
44.04,105745
44.061,105718
44.081,105680
44.102,105772
44.12,105802
44.141,105810
44.161,105946
44.181,105949
44.201,105895
44.221,105986
44.242,106010
44.263,105991
44.281,106125
44.301,106084
44.322,106022
44.342,106094
44.362,106088
44.38,106095
44.4,106225
44.422,106190
44.442,106134
44.462,106210
44.48,106129
44.501,105963
44.521,105901
44.541,105746
44.561,105608
44.582,105622
44.601,105590
44.621,105575
44.641,105660
44.661,105623
44.682,105536
44.702,105603
44.722,105616
44.743,105631
44.762,105715
44.782,105660
44.802,105578
44.822,105618
44.842,105624
44.862,105608
44.881,105696
44.902,105655
44.922,105599
44.942,105660
44.963,105704
44.981,105705
45.001,105813
45.021,105790
45.042,105737
45.063,105814
45.081,105804
45.101,105779
45.122,105883
45.142,105851
45.162,105784
45.182,105882
45.202,105876
45.224,105875
45.242,105973
45.262,105944
45.282,105900
45.302,105949
45.323,105900
45.343,105743
45.363,105706
45.382,105542
45.403,105424
45.423,105434
45.443,105437
45.463,105412
45.482,105532
45.502,105498
45.522,105406
45.543,105466
45.562,105481
45.582,105467
45.602,105562
45.622,105509
45.642,105421
45.662,105477
45.683,105484
45.704,105448
45.722,105573
45.742,105553
45.763,105503
45.783,105564
45.803,105611
45.823,105618
45.843,105721
45.865,105728
45.883,105642
45.903,105692
45.923,105742
45.943,105729
45.964,105837
45.982,105844
46.002,105759
46.023,105834
46.044,105866
46.062,105864
46.082,105959
46.102,105939
46.123,105781
46.143,105706
46.163,105601
46.184,105476
46.203,105504
46.223,105469
46.243,105383
46.263,105436
46.283,105454
46.303,105426
46.324,105535
46.345,105538
46.363,105594
46.383,105554
46.404,105605
46.424,105586
46.444,105655
46.462,105641
46.483,105561
46.504,105611
46.524,105676
46.544,105678
46.563,105792
46.583,105827
46.603,105758
46.623,105841
46.643,105873
46.665,105880
46.683,106013
46.703,105964
46.723,105909
46.743,105974
46.764,106007
46.784,106009
46.804,106124
46.825,106096
46.844,105913
46.864,106101
46.884,106136
46.904,106113
46.924,106250
46.945,106253
46.965,106191
46.984,106217
47.004,106093
47.025,105940
47.045,105911
47.063,105825
47.083,105631
47.103,105662
47.124,105655
47.145,105650
47.163,105810
47.183,105708
47.204,105604
47.224,105668
47.244,105683
47.264,105669
47.284,105761
47.306,105720
47.324,105604
47.344,105654
47.364,105674
47.385,105647
47.405,105763
47.425,105852
47.445,105790
47.466,105831
47.513,105942
47.533,105927
47.553,105889
47.573,105919
47.592,105945
47.612,105944
47.632,106059
47.653,106029
47.672,105972
47.692,106039
47.712,106064
47.732,106021
47.752,106156
47.773,106152
47.793,106067
47.814,106067
47.832,105948
47.853,105782
47.873,105759
47.893,105614
47.913,105501
47.933,105520
47.952,105508
47.973,105487
47.993,105583
48.013,105560
48.032,105459
48.052,105520
48.072,105524
48.092,105524
48.112,105600
48.134,105569
48.152,105471
48.172,105501
48.192,105529
48.213,105513
48.233,105618
48.253,105629
48.273,105555
48.294,105610
48.313,105652
48.333,105631
48.353,105750
48.373,105746
48.392,105673
48.412,105731
48.432,105752
48.453,105746
48.472,105860
48.492,105833
48.512,105780
48.532,105831
48.552,105863
48.573,105855
48.593,105984
48.614,105977
48.632,105905
48.653,105978
48.673,105918
48.693,105764
48.713,105736
48.733,105597
48.752,105448
48.773,105468
48.793,105483
48.813,105479
48.832,105601
48.852,105577
48.872,105515
48.892,105579
48.912,105611
48.934,105622
48.952,105704
48.972,105680
48.992,105587
49.013,105628
49.033,105652
49.053,105643
49.073,105764
49.094,105750
49.113,105695
49.133,105780
49.153,105813
49.173,105823
49.192,105947
49.212,105917
49.232,105841
49.253,105923
49.272,105966
49.292,105986
49.312,106100
49.332,106082
49.352,106044
49.373,106118
49.393,106141
49.414,106142
49.432,106244
49.453,106244
49.473,106178
49.493,106177
49.513,106045
49.533,105877
49.552,105874
49.573,105757
49.593,105649
49.613,105688
49.632,105712
49.652,105702
49.672,105786
49.692,105735
49.712,105687
49.734,105732
49.752,105744
49.772,105736
49.792,105823
49.813,105777
49.833,105683
49.853,105750
49.873,105768
49.894,105752
49.913,105873
49.933,105846
49.953,105783
49.973,105861
49.992,105912
50.012,105932
50.032,106040
50.053,106014
50.072,105944
50.092,106008
50.112,106042
50.132,106040
50.152,106163
50.173,106096
50.193,106052
50.214,106105
50.232,106139
50.253,106141
50.273,106243
50.293,106226
50.313,106158
50.333,106156
50.352,106024
50.373,105877
50.393,105874
50.413,105747
50.432,105664
50.452,105681
50.472,105688
50.492,105705
50.512,105777
50.534,105695
50.552,105654
50.572,105737
50.592,105717
50.613,105743
50.633,105821
50.653,105741
50.673,105671
50.694,105752
50.713,105706
50.733,105747
50.753,105848
50.773,105770
50.792,105744
50.812,105817
50.832,105814
50.853,105843
50.872,105936
50.892,105856
50.912,105820
50.932,105889
50.952,105871
50.973,105908
50.993,105977
51.014,105942
51.032,105905
51.053,105974
51.073,105976
51.093,105988
51.113,106105
51.133,106048
51.152,105901
51.173,105846
51.193,105728
51.213,105656
51.232,105665
51.252,105558
51.272,105515
51.292,105616
51.312,105592
51.334,105632
51.352,105679
51.372,105636
51.392,105600
51.413,105700
51.433,105688
51.453,105668
51.473,105736
51.494,105661
51.513,105622
51.533,105688
51.553,105701
51.573,105729
51.592,105828
51.612,105776
51.632,105768
51.653,105838
51.672,105845
51.692,105892
51.712,105957
51.732,105895
51.752,105872
51.773,105960
51.793,105938
51.814,106001
51.832,106094
51.853,105997
51.873,105983
51.893,106079
51.913,106077
51.933,106112
51.952,106141
51.973,105947
51.993,105790
52.013,105733
52.032,105642
52.052,105657
52.072,105702
52.092,105627
52.112,105610
52.134,105673
52.152,105634
52.172,105723
52.192,105782
52.213,105711
52.233,105688
52.253,105746
52.273,105719
52.294,105761
52.313,105831
52.333,105727
52.353,105721
52.373,105789
52.392,105786
52.412,105862
52.432,105934
52.453,105874
52.472,105882
52.492,105939
52.512,105923
52.532,106001
52.552,106054
52.572,105974
52.593,105976
52.614,106042
52.632,106027
52.653,106066
52.673,106147
52.693,106066
52.713,106086
52.733,106147
52.752,106036
52.773,105968
52.793,105887
52.813,105688
52.832,105640
52.852,105661
52.872,105623
52.892,105679
52.912,105741
52.934,105646
52.952,105631
52.972,105696
52.992,105668
53.013,105739
53.033,105788
53.053,105682
53.073,105689
53.094,105725
53.113,105710
53.133,105743
53.153,105832
53.173,105726
53.192,105735
53.212,105802
53.232,105773
53.253,105855
53.272,105905
53.292,105797
53.312,105792
53.332,105869
53.352,105837
53.372,105906
53.393,105948
53.414,105846
53.432,105884
53.453,105915
53.473,105895
53.493,105961
53.513,106040
53.533,105941
53.552,105929
53.573,105880
53.593,105723
53.611,105679
53.632,105610
53.652,105485
53.672,105477
53.692,105529
53.712,105499
53.734,105552
53.752,105566
53.772,105474
53.792,105518
53.813,105570
53.833,105548
53.853,105614
53.873,105623
53.893,105523
53.913,105533
53.933,105575
53.953,105545
53.971,105601
53.992,105658
54.012,105577
54.032,105615
54.053,105673
54.072,105661
54.092,105729
54.112,105770
54.132,105699
54.152,105706
54.172,105765
54.193,105721
54.214,105822
54.232,105866
54.253,105762
54.273,105797
54.293,105880
54.313,105875
54.331,105941
54.352,105908
54.373,105700
54.393,105599
54.411,105567
54.432,105476
54.452,105545
54.472,105557
54.492,105495
54.512,105532
54.534,105592
54.552,105586
54.572,105677
54.592,105699
54.612,105602
54.633,105605
54.653,105670
54.673,105602
54.692,105677
54.713,105691
54.733,105610
54.753,105639
54.771,105751
54.792,105751
54.812,105827
54.832,105877
54.853,105777
54.872,105843
54.892,105899
54.912,105881
54.932,105966
54.952,105972
54.972,105893
54.993,105923
55.014,106021
55.032,105975
55.052,106083
55.073,106091
55.093,105998
55.113,106049
55.131,106066
55.152,105934
55.173,105892
55.193,105773
55.211,105601
55.232,105595
55.252,105616
55.272,105586
55.292,105671
55.312,105679
55.334,105606
55.352,105663
55.372,105677
55.392,105654
55.412,105741
55.433,105730
55.453,105630
55.473,105679
55.492,105670
55.513,105660
55.533,105748
55.553,105752
55.571,105672
55.591,105703
55.612,105758
55.632,105738
55.653,105837
55.672,105822
55.692,105753
55.712,105823
55.732,105853
55.752,105842
55.772,105927
55.793,105927
55.814,105839
55.832,105885
55.852,105944
55.873,105934
55.893,106028
55.913,106056
55.931,105990
55.951,106035
55.973,105965
55.993,105815
56.011,105766
56.031,105664
56.052,105504
56.072,105549
56.092,105557
56.112,105526
56.133,105633
56.152,105621
56.172,105522
56.192,105585
56.212,105604
56.233,105600
56.253,105709
56.273,105656
56.292,105554
56.313,105605
56.333,105618
56.353,105593
56.371,105704
56.391,105676
56.412,105614
56.432,105686
56.453,105707
56.471,105699
56.492,105800
56.512,105779
56.532,105703
56.552,105766
56.572,105762
56.592,105751
56.614,105850
56.632,105823
56.652,105747
56.673,105841
56.693,105844
56.713,105838
56.731,105975
56.751,105953
56.773,105850
56.793,105805
56.811,105699
56.831,105565
56.852,105576
56.872,105482
56.892,105406
56.912,105450
56.933,105495
56.952,105475
56.972,105572
56.992,105553
57.012,105466
57.032,105551
57.053,105542
57.073,105544
57.094,105627
57.112,105585
57.133,105491
57.153,105569
57.171,105558
57.191,105558
57.212,105679
57.232,105643
57.253,105601
57.271,105657
57.292,105680
57.312,105692
57.332,105821
57.352,105774
57.372,105713
57.392,105787
57.414,105817
57.432,105822
57.452,105921
57.472,105880
57.493,105825
57.513,105900
57.531,105932
57.551,105947
57.573,106027
57.593,105902
57.611,105697
57.631,105650
57.652,105566
57.672,105517
57.692,105596
57.712,105541
57.733,105497
57.752,105573
57.772,105597
57.792,105590
57.812,105694
57.832,105648
57.853,105600
57.873,105661
57.894,105647
57.912,105656
57.933,105737
57.953,105700
57.973,105666
57.991,105736
58.012,105749
58.032,105774
58.053,105878
58.071,105851
58.092,105786
58.112,105871
58.132,105907
58.152,105926
58.172,106020
58.192,105969
58.214,105905
58.232,106029
58.252,106027
58.272,106054
58.293,106159
58.313,106117
58.331,106060
58.351,106130
58.373,106143
58.393,106186
58.411,106264
58.431,106076
58.452,105898
58.472,105808
58.492,105710
58.512,105677
58.533,105722
58.552,105650
58.572,105594
58.592,105668
58.612,105679
58.632,105697
58.653,105772
58.673,105716
58.692,105683
58.712,105759
58.733,105743
58.753,105769
58.771,105819
58.791,105759
58.812,105728
58.832,105816
58.853,105797
58.871,105848
58.892,105925
58.912,105873
58.932,105859
58.952,105944
58.972,105910
58.992,105994
59.014,106052
59.032,105968
59.052,105957
59.072,106033
59.093,106005
59.113,106055
59.131,106125
59.151,106042
59.173,106037
59.193,106125
59.211,106092
59.231,106164
59.252,106255
59.272,106186
59.292,106143
59.312,106088
59.333,105916
59.352,105847
59.372,105810
59.392,105649
59.412,105642
59.432,105694
59.453,105671
59.473,105729
59.492,105754
59.512,105641
59.533,105668
59.553,105720
59.571,105684
59.591,105736
59.611,105769
59.632,105663
59.653,105661
59.671,105702
59.692,105654
59.712,105714
59.732,105749
59.752,105684
59.772,105714
59.792,105769
59.814,105756
59.832,105833
59.852,105872
59.872,105798
59.893,105827
59.913,105866
59.931,105853
59.951,105931
59.973,105947
59.993,105867
60.011,105916
60.031,105952
60.051,105942
60.072,106012
60.092,106058
60.112,105979
60.133,106023
60.152,106052
60.172,105991
60.192,105945
60.212,105797
60.232,105616
60.253,105581
60.273,105581
60.292,105541
60.312,105658
60.333,105655
60.353,105578
60.371,105635
60.391,105673
60.411,105680
60.432,105783
60.453,105761
60.471,105653
60.491,105698
60.512,105722
60.532,105696
60.552,105797
60.572,105774
60.592,105715
60.614,105777
60.632,105812
60.652,105812
60.672,105940
60.693,105943
60.713,105872
60.731,105955
60.751,105972
60.773,105979
60.793,106080
60.811,106056
60.831,105988
60.851,106082
60.872,106098
60.892,106082
60.912,106203
60.933,106208
60.952,106150
60.972,106176
60.992,106049
61.012,105885
61.032,105878
61.053,105759
61.073,105638
61.092,105707
61.112,105714
61.133,105717
61.153,105812
61.171,105787
61.191,105729
61.211,105793
61.232,105823
61.253,105825
61.271,105896
61.291,105835
61.312,105759
61.332,105824
61.352,105828
61.372,105845
61.392,105929
61.414,105908
61.432,105867
61.452,105976
61.472,105988
61.492,106006
61.513,106122
61.531,106067
61.551,106036
61.573,106116
61.593,106106
61.611,106136
61.631,106219
61.651,106175
61.672,106140
61.692,106222
61.712,106200
61.733,106233
61.752,106321
61.772,106244
61.792,106151
61.812,106070
61.832,105884
61.852,105804
61.873,105782
61.892,105666
61.912,105644
61.932,105725
61.953,105718
61.971,105754
61.991,105802
62.011,105729
62.032,105723
62.053,105775
62.071,105745
62.091,105785
62.112,105808
62.132,105707
62.152,105709
62.172,105776
62.192,105743
62.214,105818
62.232,105866
62.252,105803
62.272,105837
62.292,105916
62.313,105894
62.331,105977
62.351,106031
62.372,105922
62.393,105952
62.411,106049
62.431,106008
62.451,106077
62.472,106131
62.492,106051
62.512,106064
62.533,106134
62.552,106100
62.572,106192
62.592,106220
62.612,106003
62.632,105879
62.652,105798
62.673,105659
62.692,105676
62.712,105705
62.732,105591
62.753,105620
62.771,105679
62.791,105649
62.811,105707
62.832,105750
62.853,105666
62.871,105677
62.891,105720
62.912,105642
62.932,105703
62.952,105712
62.972,105606
62.992,105634
63.014,105685
63.032,105671
63.052,105765
63.072,105811
63.092,105731
63.113,105768
63.131,105829
63.151,105808
63.172,105896
63.193,105903
63.211,105822
63.231,105870
63.251,105914
63.272,105888
63.292,105958
63.312,105984
63.333,105910
63.352,105951
63.372,106016
63.392,105963
63.412,105932
63.432,105832
63.452,105608
63.473,105534
63.492,105559
63.512,105504
63.532,105600
63.553,105619
63.571,105550
63.591,105589
63.611,105617
63.632,105606
63.653,105705
63.671,105689
63.691,105602
63.712,105618
63.732,105636
63.752,105610
63.772,105692
63.792,105697
63.814,105627
63.832,105691
63.852,105753
63.872,105741
63.892,105841
63.913,105854
63.931,105779
63.951,105848
63.972,105882
63.993,105874
64.011,105975
64.031,105973
64.051,105909
64.071,105980
64.092,106007
64.112,106018
64.133,106126
64.152,106124
64.172,106048
64.192,106052
64.212,105920
64.232,105753
64.252,105733
64.273,105648
64.292,105534
64.312,105592
64.332,105610
64.353,105594
64.371,105703
64.391,105669
64.411,105576
64.431,105658
64.453,105657
64.471,105652
64.491,105721
64.511,105661
64.532,105573
64.552,105639
64.572,105647
64.592,105661
64.613,105778
64.632,105747
64.652,105696
64.672,105770
64.692,105800
64.713,105797
64.731,105899
64.751,105882
64.772,105817
64.793,105885
64.811,105885
64.831,105902
64.851,106009
64.871,105975
64.892,105917
64.912,105987
64.933,105989
64.951,106022
64.972,106049
64.992,105842
65.012,105642
65.032,105595
65.052,105544
65.073,105486
65.092,105561
65.112,105520
65.132,105449
65.153,105518
65.171,105518
65.191,105509
65.211,105586
65.231,105541
65.253,105489
65.271,105559
65.291,105523
65.311,105527
65.332,105619
65.352,105564
65.372,105513
65.392,105587
65.413,105603
65.432,105636
65.452,105734
65.472,105681
65.492,105629
65.512,105705
65.531,105710
65.551,105718
65.572,105805
65.592,105765
65.611,105720
65.631,105819
65.651,105799
65.671,105805
65.692,105908
65.712,105830
65.733,105788
65.751,105857
65.772,105746
65.792,105615
65.812,105559
65.832,105423
65.852,105283
65.872,105322
65.894,105301
65.912,105319
65.932,105415
65.952,105337
65.971,105283
65.991,105362
66.011,105348
66.031,105344
66.053,105438
66.071,105355
66.091,105301
66.111,105352
66.132,105337
66.152,105337
66.172,105445
66.192,105388
66.213,105377
66.232,105452
66.252,105463
66.272,105503
66.292,105590
66.312,105532
66.331,105518
66.351,105594
66.372,105577
66.392,105632
66.411,105723
66.431,105670
66.451,105633
66.471,105704
66.492,105737
66.512,105748
66.533,105780
66.551,105580
66.572,105403
66.592,105363
66.612,105306
66.632,105297
66.652,105370
66.672,105332
66.694,105296
66.712,105390
66.732,105392
66.752,105419
66.771,105510
66.791,105440
66.811,105383
66.831,105446
66.853,105417
66.871,105430
66.891,105511
66.911,105460
66.932,105424
66.952,105508
66.972,105520
66.992,105572
67.013,105676
67.032,105600
67.052,105586
67.072,105657
67.092,105677
67.112,105700
67.133,105789
67.151,105754
67.172,105722
67.192,105808
67.213,105822
67.231,105858
67.251,105965
67.271,105883
67.291,105797
67.312,105742
67.333,105561
67.351,105445
67.372,105468
67.392,105322
67.412,105286
67.432,105364
67.452,105363
67.472,105406
67.494,105468
67.512,105386
67.532,105389
67.552,105458
67.573,105459
67.591,105448
67.611,105517
67.631,105412
67.653,105360
67.671,105430
67.691,105391
67.711,105427
67.731,105522
67.752,105460
67.772,105433
67.792,105497
67.813,105509
67.832,105535
67.852,105652
67.872,105573
67.892,105558
67.912,105643
67.933,105632
67.951,105676
67.972,105772
67.992,105704
68.013,105692
68.031,105776
68.051,105751
68.071,105730
68.091,105663
68.112,105426
68.133,105281
68.151,105244
68.171,105188
68.192,105204
68.212,105277
68.232,105196
68.252,105175
68.272,105226
68.294,105190
68.312,105228
68.332,105307
68.352,105226
68.372,105176
68.391,105227
68.411,105182
68.431,105210
68.452,105272
68.471,105179
68.491,105178
68.511,105250
68.531,105229
68.552,105314
68.572,105368
68.592,105291
68.613,105296
68.632,105388
68.652,105345
68.672,105400
68.692,105463
68.712,105381
68.732,105392
68.753,105459
68.772,105442
68.792,105514
68.812,105586
68.833,105515
68.851,105477
68.871,105428
68.891,105251
68.912,105147
68.933,105139
68.951,105011
68.971,104969
68.992,105059
69.012,105022
69.032,105073
69.052,105140
69.072,105033
69.094,105060
69.112,105120
69.132,105106
69.152,105148
69.172,105173
69.193,105075
69.211,105079
69.231,105137
69.252,105115
69.273,105186
69.291,105265
69.311,105188
69.331,105223
69.352,105287
69.372,105265
69.392,105328
69.413,105407
69.432,105323
69.452,105347
69.472,105409
69.492,105395
69.512,105455
69.532,105515
69.553,105454
69.572,105506
69.592,105549
69.612,105410
69.633,105302
69.651,105249
69.671,105073
69.691,105030
69.711,105077
69.733,105061
69.751,105140
69.771,105198
69.792,105128
69.812,105154
69.832,105202
69.852,105191
69.872,105285
69.893,105311
69.912,105222
69.932,105234
69.952,105283
69.972,105261
69.993,105336
70.011,105404
70.031,105312
70.052,105364
70.073,105437
70.091,105420
70.111,105510
70.131,105546
70.151,105470
70.172,105493
70.192,105550
70.213,105543
70.232,105610
70.252,105666
70.272,105591
70.292,105601
70.312,105656
70.332,105643
70.353,105729
70.374,105701
70.392,105484
70.412,105346
70.433,105255
70.453,105157
70.471,105181
70.491,105197
70.511,105105
70.533,105130
70.551,105161
70.571,105127
70.591,105186
70.612,105191
70.632,105128
70.652,105147
70.672,105194
70.693,105150
70.712,105211
70.732,105211
70.752,105128
70.772,105172
70.793,105233
70.813,105223
70.831,105328
70.852,105348
70.873,105305
70.893,105339
70.911,105398
70.931,105390
70.951,105481
70.972,105482
70.992,105397
71.013,105428
71.031,105477
71.052,105453
71.072,105553
71.092,105553
71.112,105468
71.132,105530
71.152,105587
71.174,105529
71.192,105491
71.212,105343
71.232,105085
71.253,105037
71.273,105011
71.291,104973
71.311,105053
71.333,105046
71.353,104945
71.371,104983
71.391,105009
71.412,104999
71.432,105098
71.452,105080
71.472,105000
71.493,105040
71.512,105048
71.532,105018
71.552,105131
71.572,105115
71.592,105042
71.613,105097
71.633,105153
71.652,105137
71.672,105270
71.693,105260
71.713,105188
71.731,105233
71.751,105273
71.772,105250
71.792,105330
71.813,105332
71.831,105269
71.852,105322
71.872,105353
71.892,105356
71.912,105458
71.932,105455
71.952,105350
71.974,105318
71.992,105177
72.012,105046
72.032,105056
72.053,104984
72.073,104888
72.091,104950
72.111,104951
72.133,104952
72.153,105078
72.171,105043
72.191,104992
72.212,105066
72.232,105088
72.252,105066
72.272,105134
72.293,105108
72.312,105047
72.332,105084
72.352,105110
72.372,105114
72.392,105209
72.413,105255
72.433,105165
72.452,105241
72.472,105285
72.493,105296
72.513,105423
72.531,105399
72.551,105336
72.572,105383
72.592,105435
72.613,105426
72.631,105520
72.652,105517
72.672,105476
72.692,105531
72.712,105536
72.732,105400
72.752,105344
72.774,105188
72.792,105027
72.812,105031
72.832,105031
72.853,105046
72.873,105125
72.893,105120
72.913,105030
72.933,105111
72.953,105137
72.973,105144
72.993,105250
73.012,105196
73.032,105136
73.052,105198
73.072,105206
73.093,105202
73.112,105326
73.132,105298
73.152,105260
73.172,105347
73.192,105369
73.213,105405
73.233,105521
73.254,105490
73.272,105433
73.293,105518
73.313,105554
73.333,105590
73.353,105664
73.373,105641
73.393,105576
73.415,105670
73.433,105687
73.453,105698
73.474,105811
73.494,105777
73.512,105600
73.532,105497
73.552,105359
73.574,105244
73.594,105259
73.612,105178
73.632,105127
73.653,105176
73.673,105195
73.693,105194
73.713,105260
73.734,105219
73.753,105182
73.773,105260
73.793,105248
73.813,105240
73.833,105313
73.854,105251
73.874,105194
73.895,105287
73.913,105282
73.934,105322
73.954,105412
73.974,105381
73.994,105361
74.013,105456
74.033,105456
74.054,105487
74.074,105586
74.094,105514
74.113,105511
74.133,105587
74.153,105569
74.173,105611
74.193,105704
74.215,105633
74.233,105613
74.253,105712
74.273,105723
74.294,105771
74.314,105806
74.334,105563
74.354,105378
74.375,105335
74.394,105232
74.414,105224
74.434,105280
74.454,105200
74.475,105199
74.495,105244
74.515,105234
74.534,105259
74.555,105331
74.575,105247
74.595,105241
74.613,105310
74.633,105262
74.654,105312
74.674,105351
74.695,105276
74.713,105269
74.734,105346
74.754,105339
74.774,105398
74.794,105468
74.814,105382
74.834,105386
74.856,105476
74.874,105469
74.894,105528
74.914,105589
74.935,105497
74.955,105495
74.975,105582
74.995,105562
75.016,105603
75.035,105675
75.055,105606
75.075,105647
75.095,105684
75.114,105555
75.134,105463
75.154,105368
75.175,105204
75.196,105153
75.214,105188
75.234,105134
75.254,105202
75.274,105287
75.295,105215
75.315,105212
75.336,105278
75.354,105267
75.375,105308
75.395,105351
75.415,105262
75.435,105265
75.455,105322
75.476,105289
75.497,105355
75.515,105388
75.535,105334
75.556,105375
75.576,105449
75.596,105422
75.616,105520
75.634,105565
75.656,105494
75.676,105535
75.696,105589
75.714,105580
75.735,105696
75.755,105711
75.775,105635
75.795,105657
75.816,105741
75.835,105733
75.855,105842
75.875,105790
75.895,105588
75.916,105474
75.936,105387
75.956,105295
75.977,105335
75.996,105343
76.016,105271
76.036,105357
76.056,105377
76.076,105379
76.096,105485
76.117,105477
76.136,105403
76.156,105457
76.176,105488
76.197,105437
76.215,105522
76.235,105538
76.255,105455
76.276,105514
76.297,105571
76.315,105564
76.335,105673
76.356,105726
76.376,105634
76.396,105705
76.416,105745
76.436,105754
76.458,105845
76.476,105858
76.496,105770
76.516,105828
76.536,105881
76.557,105878
76.577,105963
76.597,105985
76.618,105921
76.637,106001
76.657,105975
76.677,105829
76.697,105755
76.716,105611
76.736,105447
76.756,105457
76.777,105485
76.796,105469
76.816,105574
76.836,105559
76.856,105482
76.876,105539
76.896,105565
76.917,105553
76.938,105632
76.956,105637
76.976,105523
76.997,105579
77.017,105595
77.037,105587
77.057,105697
77.077,105687
77.099,105602
77.117,105700
77.137,105729
77.157,105743
77.177,105844
77.198,105842
77.216,105758
77.236,105833
77.258,105852
77.278,105866
77.298,105968
77.316,105960
77.336,105893
77.357,105966
77.377,105982
77.397,105985
77.418,106110
77.437,106059
77.457,105892
77.477,105779
77.497,105628
77.517,105509
77.537,105539
77.558,105476
77.579,105396
77.597,105473
77.617,105507
77.638,105506
77.658,105595
77.678,105563
77.698,105491
77.717,105547
77.738,105553
77.758,105513
77.778,105599
77.798,105527
77.817,105457
77.837,105520
77.857,105510
77.877,105537
77.899,105623
77.917,105571
77.937,105534
77.957,105630
77.977,105638
77.998,105654
78.018,105735
78.038,105704
78.059,105661
78.078,105730
78.098,105726
78.118,105744
78.138,105834
78.158,105783
78.179,105751
78.199,105854
78.218,105798
78.238,105706
78.259,105645
78.279,105456
78.299,105330
78.317,105344
78.337,105300
78.358,105317
78.379,105409
78.397,105352
78.417,105323
78.438,105400
78.458,105405
78.478,105402
78.498,105508
78.518,105422
78.54,105375
78.558,105425
78.578,105398
78.598,105421
78.619,105511
78.639,105449
78.659,105420
78.679,105518
78.7,105511
78.719,105566
78.739,105674
78.759,105601
78.779,105583
78.799,105666
78.818,105625
78.838,105703
78.859,105773
78.879,105703
78.898,105709
78.918,105800
78.938,105799
78.958,105866
78.979,105930
78.999,105762
79.02,105627
79.038,105547
79.059,105398
79.079,105374
79.099,105424
79.119,105329
79.139,105362
79.159,105433
79.181,105433
79.199,105504
79.219,105570
79.239,105505
79.26,105482
79.28,105545
79.3,105513
79.318,105545
79.34,105586
79.36,105480
79.38,105498
79.4,105581
79.418,105564
79.439,105655
79.459,105733
79.479,105632
79.5,105679
79.519,105742
79.539,105733
79.559,105787
79.579,105875
79.599,105803
79.62,105821
79.64,105874
79.661,105838
79.679,105920
79.7,105994
79.72,105900
79.74,105803
79.76,105722
79.78,105561
79.8,105473
79.822,105470
79.84,105338
79.86,105355
79.88,105401
79.901,105397
79.919,105446
79.939,105513
79.959,105423
79.981,105432
79.999,105505
