Time,Sensor 1
40.18,114102
40.2,114135
40.22,114113
40.24,114181
40.26,114149
40.28,114139
40.3,114182
40.32,114181
40.34,114173
40.36,114226
40.38,114207
40.4,114165
40.42,114148
40.44,114029
40.46,113877
40.48,113761
40.5,113626
40.52,113541
40.54,113565
40.56,113552
40.58,113598
40.6,113630
40.62,113622
40.64,113657
40.66,113723
40.68,113726
40.7,113776
40.72,113746
40.74,113711
40.76,113715
40.78,113702
40.8,113697
40.82,113751
40.84,113749
40.86,113733
40.88,113788
40.9,113801
40.92,113853
40.94,113881
40.96,113875
40.98,113886
41,113911
41.02,113915
41.04,113948
41.06,113943
41.08,113918
41.1,113937
41.12,113981
41.14,113985
41.16,114024
41.18,114001
41.2,113904
41.22,113804
41.24,113622
41.26,113474
41.28,113428
41.3,113355
41.32,113313
41.34,113343
41.36,113355
41.38,113365
41.4,113424
41.42,113437
41.44,113465
41.46,113506
41.48,113509
41.5,113531
41.52,113536
41.54,113482
41.56,113493
41.58,113499
41.6,113477
41.62,113543
41.64,113568
41.66,113566
41.68,113582
41.7,113624
41.72,113662
41.74,113717
41.76,113692
41.78,113691
41.8,113729
41.82,113731
41.84,113771
41.86,113785
41.88,113760
41.9,113791
41.92,113818
41.94,113817
41.96,113870
41.98,113894
42,113861
42.02,113911
42.04,113937
42.06,113943
42.08,113939
42.1,113825
42.12,113626
42.14,113479
42.16,113345
42.18,113299
42.2,113304
42.22,113309
42.24,113289
42.26,113359
42.28,113377
42.3,113419
42.32,113474
42.34,113453
42.36,113483
42.38,113514
42.4,113508
42.42,113521
42.44,113528
42.46,113498
42.48,113523
42.5,113550
42.52,113552
42.54,113606
42.56,113630
42.58,113624
42.6,113681
42.62,113700
42.64,113690
42.66,113767
42.68,113760
42.7,113729
42.72,113772
42.74,113786
42.76,113800
42.78,113834
42.8,113826
42.82,113842
42.84,113866
42.86,113872
42.88,113913
42.9,113937
42.92,113921
42.94,113950
42.96,113987
42.98,113982
43,114041
43.02,114058
43.04,114036
43.06,114037
43.08,113941
43.1,113789
43.12,113679
43.14,113525
43.16,113414
43.18,113407
43.2,113445
43.22,113448
43.24,113502
43.26,113525
43.28,113531
43.3,113583
43.32,113625
43.34,113615
43.36,113657
43.38,113605
43.4,113609
43.42,113619
43.44,113613
43.46,113661
43.48,113675
43.5,113657
43.52,113700
43.54,113742
43.56,113762
43.58,113830
43.6,113839
43.62,113828
43.64,113850
43.66,113892
43.68,113898
43.7,113923
43.72,113929
43.74,113899
43.76,113949
43.78,113961
43.8,113991
43.82,114038
43.84,114028
43.86,114032
43.88,114057
43.9,114058
43.92,114095
43.94,114126
43.96,114126
43.98,114139
44,114190
44.02,114191
44.04,114249
44.06,114251
44.08,114224
44.1,114214
44.12,114106
44.14,113950
44.16,113873
44.18,113748
44.2,113697
44.22,113716
44.24,113714
44.26,113766
44.28,113816
44.3,113825
44.32,113853
44.34,113937
44.36,113934
44.38,113966
44.4,113984
44.42,113936
44.44,113923
44.46,113937
44.48,113932
44.5,113966
44.52,113991
44.54,113975
44.56,114022
44.58,114054
44.6,114045
44.62,114106
44.64,114124
44.66,114106
44.68,114129
44.7,114151
44.72,114159
44.74,114195
44.76,114166
44.78,114176
44.8,114208
44.82,114197
44.84,114226
44.86,114260
44.88,114231
44.9,114243
44.92,114286
44.94,114273
44.96,114345
44.98,114341
45,114344
45.02,114369
45.04,114375
45.06,114365
45.08,114346
45.1,114180
45.12,114029
45.14,113965
45.16,113899
45.18,113876
45.2,113909
45.22,113935
45.24,113914
45.26,113981
45.28,114023
45.3,114084
45.32,114125
45.34,114104
45.36,114087
45.38,114116
45.4,114064
45.42,114101
45.44,114088
45.46,114064
45.48,114095
45.5,114134
45.52,114150
45.54,114244
45.56,114221
45.58,114205
45.6,114245
45.62,114259
45.64,114257
45.66,114302
45.68,114261
45.7,114265
45.72,114303
45.74,114300
45.76,114307
45.78,114342
45.8,114327
45.82,114325
45.84,114383
45.86,114376
45.88,114415
45.9,114460
45.92,114404
45.94,114391
45.96,114338
45.98,114168
46,114074
46.02,113968
46.04,113867
46.06,113875
46.08,113898
46.1,113927
46.12,113986
46.14,113982
46.16,113977
46.18,114077
46.2,114082
46.22,114109
46.24,114142
46.26,114088
46.28,114077
46.3,114071
46.32,114061
46.34,114085
46.36,114128
46.38,114093
46.4,114126
46.42,114171
46.44,114187
46.46,114232
46.48,114255
46.5,114247
46.52,114264
46.54,114280
46.56,114276
46.58,114336
46.6,114311
46.62,114281
46.64,114322
46.66,114339
46.68,114352
46.7,114408
46.72,114403
46.74,114394
46.76,114442
46.78,114444
46.8,114473
46.82,114514
46.84,114399
46.86,114251
46.88,114144
46.9,113985
46.92,113924
46.94,113888
46.96,113840
46.98,113883
47,113928
47.02,113934
47.04,114019
47.06,114032
47.08,114029
47.1,114093
47.12,114102
47.14,114108
47.16,114139
47.18,114128
47.2,114098
47.22,114120
47.24,114113
47.26,114146
47.28,114209
47.3,114182
47.32,114209
47.34,114279
47.36,114289
47.38,114332
47.4,114349
47.42,114338
47.44,114366
47.46,114412
47.48,114399
47.5,114428
47.52,114470
47.54,114452
47.56,114449
47.58,114495
47.6,114488
47.62,114522
47.64,114548
47.66,114519
47.68,114584
47.7,114602
47.72,114641
47.74,114674
47.76,114679
47.78,114609
47.8,114485
47.82,114335
47.84,114194
47.86,114119
47.88,114035
47.9,114019
47.92,114055
47.94,114085
47.96,114143
47.98,114182
48,114167
48.02,114205
48.04,114251
48.06,114254
48.08,114294
48.1,114315
48.12,114286
48.14,114289
48.16,114300
48.18,114311
48.2,114363
48.22,114372
48.24,114339
48.26,114412
48.28,114435
48.3,114464
48.32,114525
48.34,114531
48.36,114521
48.38,114573
48.4,114599
48.42,114607
48.44,114664
48.46,114628
48.48,114649
48.5,114682
48.52,114664
48.54,114712
48.56,114754
48.58,114737
48.6,114762
48.62,114794
48.64,114801
48.66,114871
48.68,114887
48.7,114865
48.72,114914
48.74,114880
48.76,114745
48.78,114626
48.8,114467
48.82,114343
48.84,114302
48.86,114319
48.88,114312
48.9,114388
48.92,114370
48.94,114387
48.96,114450
48.98,114471
49,114495
49.02,114570
49.04,114520
49.06,114514
49.08,114531
49.1,114520
49.12,114527
49.14,114538
49.16,114515
49.18,114569
49.2,114604
49.22,114611
49.24,114681
49.26,114712
49.28,114691
49.3,114748
49.32,114788
49.34,114783
49.36,114837
49.38,114831
49.4,114800
49.42,114861
49.44,114849
49.46,114870
49.48,114916
49.5,114884
49.52,114900
49.54,114937
49.56,114936
49.58,114974
49.6,114989
49.62,114970
49.64,115022
49.66,115031
49.68,114996
49.7,114951
49.72,114796
49.74,114613
49.76,114523
49.78,114479
49.8,114448
49.82,114497
49.84,114502
49.86,114492
49.88,114542
49.9,114582
49.92,114625
49.94,114690
49.96,114662
49.98,114639
50,114665
50.02,114641
50.04,114628
50.06,114659
50.08,114616
50.1,114625
50.12,114668
50.14,114676
50.16,114748
50.18,114755
50.2,114739
50.22,114772
50.24,114808
50.26,114806
50.28,114863
50.3,114865
50.32,114810
50.34,114882
50.36,114882
50.38,114878
50.4,114926
50.42,114909
50.44,114890
50.46,114947
50.48,114949
50.5,114964
50.52,115034
50.54,115010
50.56,114978
50.58,114999
50.6,114905
50.62,114809
50.64,114691
50.66,114545
50.68,114480
50.7,114478
50.72,114462
50.74,114508
50.76,114553
50.78,114567
50.8,114622
50.82,114675
50.84,114701
50.86,114739
50.88,114709
50.9,114638
50.92,114644
50.94,114630
50.96,114627
50.98,114675
51,114636
51.02,114637
51.04,114701
51.06,114713
51.08,114749
51.1,114782
51.12,114742
51.14,114767
51.16,114789
51.18,114802
51.2,114825
51.22,114834
51.24,114806
51.26,114815
51.28,114845
51.3,114845
51.32,114901
51.34,114888
51.36,114859
51.38,114915
51.4,114902
51.42,114853
51.44,114796
51.46,114624
51.48,114501
51.5,114428
51.52,114394
51.54,114414
51.56,114441
51.58,114435
51.6,114498
51.62,114543
51.64,114564
51.66,114606
51.68,114638
51.7,114589
51.72,114562
51.74,114553
51.76,114502
51.78,114527
51.8,114507
51.82,114465
51.84,114492
51.86,114520
51.88,114548
51.9,114612
51.92,114596
51.94,114589
51.96,114617
51.98,114615
52,114606
52.02,114644
52.04,114634
52.06,114613
52.08,114660
52.1,114646
52.12,114668
52.14,114707
52.16,114655
52.18,114679
52.2,114641
52.22,114492
52.24,114408
52.26,114283
52.28,114157
52.3,114116
52.32,114094
52.34,114100
52.36,114168
52.38,114162
52.4,114161
52.42,114212
52.44,114259
52.46,114268
52.48,114290
52.5,114259
52.52,114204
52.54,114204
52.56,114183
52.58,114180
52.6,114208
52.62,114184
52.64,114183
52.66,114241
52.68,114235
52.7,114284
52.72,114315
52.74,114295
52.76,114292
52.78,114315
52.8,114307
52.82,114351
52.84,114346
52.86,114314
52.88,114328
52.9,114346
52.92,114347
52.94,114424
52.96,114375
52.98,114307
53,114242
53.02,114084
53.04,113937
53.06,113855
53.08,113758
53.1,113726
53.12,113758
53.14,113760
53.16,113788
53.18,113852
53.2,113836
53.22,113876
53.24,113900
53.26,113907
53.28,113940
53.3,113913
53.32,113850
53.34,113867
53.36,113866
53.38,113879
53.4,113911
53.42,113905
53.44,113907
53.46,113966
53.48,113973
53.5,114011
53.52,114058
53.54,114028
53.56,114029
53.58,114046
53.6,114047
53.62,114061
53.64,114070
53.66,114038
53.68,114065
53.7,114088
53.72,114097
53.74,114140
53.76,114148
53.78,114119
53.8,114118
53.82,114019
53.84,113870
53.86,113757
53.88,113630
53.9,113499
53.92,113506
53.94,113499
53.96,113515
53.98,113552
54,113540
54.02,113539
54.04,113588
54.06,113619
54.08,113641
54.1,113677
54.12,113651
54.14,113632
54.16,113656
54.18,113633
54.2,113677
54.22,113688
54.24,113707
54.26,113714
54.28,113770
54.3,113790
54.32,113813
54.34,113860
54.36,113841
54.38,113876
54.4,113871
54.42,113880
54.44,113942
54.46,113933
54.48,113906
54.5,113936
54.52,113977
54.54,113958
54.56,114016
54.58,114013
54.6,114018
54.62,114038
54.64,114071
54.66,114092
54.68,114152
54.7,114139
54.72,114121
54.74,114173
54.76,114176
54.78,114205
54.8,114210
54.82,114041
54.84,113861
54.86,113714
54.88,113579
54.9,113513
54.92,113496
54.94,113448
54.96,113453
54.98,113481
55,113504
55.02,113554
55.04,113555
55.06,113582
55.08,113620
55.1,113661
55.12,113653
55.14,113695
55.16,113683
55.18,113637
55.2,113688
55.22,113701
55.24,113689
55.26,113774
55.28,113782
55.3,113774
55.32,113848
55.34,113850
55.36,113877
55.38,113906
55.4,113903
55.42,113888
55.44,113930
55.46,113941
55.48,113979
55.5,113981
55.52,113957
55.54,113988
55.56,114045
55.58,114038
55.6,114093
55.62,114100
55.64,114066
55.66,114104
55.68,114121
55.7,114120
55.72,114195
55.74,114190
55.76,114181
55.78,114228
55.8,114265
55.82,114254
55.84,114272
55.86,114166
55.88,113993
55.9,113843
55.92,113677
55.94,113605
55.96,113595
55.98,113534
56,113539
56.02,113580
56.04,113586
56.06,113630
56.08,113686
56.1,113677
56.12,113711
56.14,113742
56.16,113729
56.18,113777
56.2,113764
56.22,113724
56.24,113752
56.26,113764
56.28,113777
56.3,113837
56.32,113846
56.34,113848
56.36,113886
56.38,113920
56.4,113926
56.42,113948
56.44,113963
56.46,113969
56.48,113976
56.5,113982
56.52,114002
56.54,114040
56.56,114014
56.58,114037
56.6,114075
56.62,114057
56.64,114092
56.66,114133
56.68,114104
56.7,114115
56.72,114154
56.74,114145
56.76,114184
56.78,114210
56.8,114189
56.82,114225
56.84,114249
56.86,114269
56.88,114305
56.9,114294
56.92,114227
56.94,114119
56.96,113971
56.98,113803
57,113732
57.02,113646
57.04,113592
57.06,113624
57.08,113657
57.1,113721
57.12,113759
57.14,113767
57.16,113788
57.18,113843
57.2,113860
57.22,113857
57.24,113839
57.26,113781
57.28,113786
57.3,113795
57.32,113784
57.34,113847
57.36,113848
57.38,113829
57.4,113887
57.42,113907
57.44,113927
57.46,113974
57.48,113986
57.5,113956
57.52,113978
57.54,113984
57.56,113998
57.58,114029
57.6,113999
57.62,113993
57.64,114012
57.66,114006
57.68,114047
57.7,114062
57.72,114043
57.74,114042
57.76,114093
57.78,114066
57.8,114129
57.82,114144
57.84,114138
57.86,114170
57.88,114201
57.9,114163
57.92,114145
57.94,114013
57.96,113822
57.98,113722
58,113646
58.02,113582
58.04,113624
58.06,113631
58.08,113638
58.1,113684
58.12,113745
58.14,113786
58.16,113869
58.18,113854
58.2,113814
58.22,113843
58.24,113790
58.26,113783
58.28,113799
58.3,113773
58.32,113764
58.34,113820
58.36,113826
58.38,113872
58.4,113914
58.42,113899
58.44,113916
58.46,113972
58.48,113954
58.5,114001
58.52,114003
58.54,113974
58.56,113983
58.58,113990
58.6,113980
58.62,114035
58.64,114018
58.66,113969
58.68,114027
58.7,114039
58.72,114046
58.74,114096
58.76,114090
58.78,114054
58.8,114054
58.82,113930
58.84,113810
58.86,113675
58.88,113546
58.9,113484
58.92,113485
58.94,113486
58.96,113523
58.98,113561
59,113594
59.02,113657
59.04,113700
59.06,113708
59.08,113748
59.1,113745
59.12,113669
59.14,113689
59.16,113643
59.18,113644
59.2,113689
59.22,113699
59.24,113674
59.26,113719
59.28,113754
59.3,113746
59.32,113817
59.34,113808
59.36,113783
59.38,113837
59.4,113833
59.42,113838
59.44,113896
59.46,113860
59.48,113827
59.5,113875
59.52,113866
59.54,113885
59.56,113926
59.58,113897
59.6,113914
59.62,113948
59.64,113850
59.66,113764
59.68,113619
59.7,113433
59.72,113332
59.74,113314
59.76,113275
59.78,113305
59.8,113336
59.82,113343
59.84,113383
59.86,113409
59.88,113462
59.9,113517
59.92,113503
59.94,113467
59.96,113466
59.98,113448
60,113450
60.02,113475
60.04,113444
60.06,113444
60.08,113473
60.1,113491
60.12,113539
60.14,113577
60.16,113570
60.18,113573
60.2,113612
60.22,113603
60.24,113640
60.26,113642
60.28,113622
60.3,113623
60.32,113660
60.34,113664
60.36,113690
60.38,113698
60.4,113679
60.42,113694
60.44,113702
60.46,113652
60.48,113587
60.5,113387
60.52,113221
60.54,113124
60.56,113023
60.58,112995
60.6,113016
60.62,113014
60.64,113023
60.66,113096
60.68,113129
60.7,113168
60.72,113217
60.74,113205
60.76,113193
60.78,113221
60.8,113209
60.82,113211
60.84,113227
60.86,113203
60.88,113212
60.9,113252
60.92,113253
60.94,113316
60.96,113354
60.98,113324
61,113366
61.02,113380
61.04,113402
61.06,113438
61.08,113450
61.1,113419
61.12,113455
61.14,113464
61.16,113470
61.18,113504
61.2,113496
61.22,113485
61.24,113515
61.26,113545
61.28,113580
61.3,113613
61.32,113615
61.34,113494
61.36,113379
61.38,113193
61.4,113033
61.42,112963
61.44,112855
61.46,112822
61.48,112884
61.5,112880
61.52,112935
61.54,112965
61.56,112992
61.58,113016
61.6,113051
61.62,113070
61.64,113119
61.66,113100
61.68,113059
61.7,113063
61.72,113091
61.74,113075
61.76,113140
61.78,113166
61.8,113146
61.82,113206
61.84,113218
61.86,113253
61.88,113313
61.9,113312
61.92,113292
61.94,113329
61.96,113333
61.98,113363
62,113403
62.02,113363
62.04,113372
62.06,113421
62.08,113402
62.1,113450
62.12,113492
62.14,113457
62.16,113486
62.18,113540
62.2,113543
62.22,113603
62.24,113630
62.26,113616
62.28,113544
62.3,113421
62.32,113203
62.34,113076
62.36,112941
62.38,112841
62.4,112865
62.42,112866
62.44,112894
62.46,112961
62.48,112996
62.5,112999
62.52,113049
62.54,113077
62.56,113112
62.58,113152
62.6,113101
62.62,113108
62.64,113105
62.66,113124
62.68,113127
62.7,113189
62.72,113140
62.74,113199
62.76,113248
62.78,113277
62.8,113319
62.82,113362
62.84,113333
62.86,113364
62.88,113383
62.9,113374
62.92,113436
62.94,113430
62.96,113406
62.98,113452
63,113464
63.02,113460
63.04,113519
63.06,113515
63.08,113504
63.1,113545
63.12,113571
63.14,113601
63.16,113643
63.18,113655
63.2,113657
63.22,113662
63.24,113544
63.26,113396
63.28,113234
63.3,113046
63.32,112960
63.34,112943
63.36,112959
63.38,113007
63.4,113034
63.42,113041
63.44,113087
63.46,113144
63.48,113169
63.5,113214
63.52,113220
63.54,113174
63.56,113190
63.58,113180
63.6,113175
63.62,113210
63.64,113210
63.66,113195
63.68,113225
63.7,113274
63.72,113296
63.74,113360
63.76,113355
63.78,113357
63.8,113397
63.82,113397
63.84,113436
63.86,113473
63.88,113436
63.9,113427
63.92,113460
63.94,113481
63.96,113477
63.98,113538
64,113521
64.02,113528
64.04,113580
64.06,113579
64.08,113628
64.1,113666
64.12,113643
64.14,113664
64.16,113631
64.18,113477
64.2,113361
64.22,113194
64.24,113077
64.26,113019
64.28,113018
64.3,113034
64.32,113112
64.34,113144
64.36,113190
64.38,113246
64.4,113295
64.42,113319
64.44,113336
64.46,113322
64.48,113271
64.5,113283
64.52,113272
64.54,113272
64.56,113324
64.58,113316
64.6,113321
64.62,113374
64.64,113384
64.66,113426
64.68,113478
64.7,113459
64.72,113492
64.74,113513
64.76,113508
64.78,113544
64.8,113579
64.82,113523
64.84,113570
64.86,113580
64.88,113549
64.9,113607
64.92,113652
64.94,113593
64.96,113635
64.98,113644
65,113628
65.02,113602
65.04,113442
65.06,113292
65.08,113188
65.1,113146
65.12,113088
65.14,113145
65.16,113133
65.18,113167
65.2,113251
65.22,113305
65.24,113360
65.26,113418
65.28,113395
65.3,113377
65.32,113418
65.34,113323
65.36,113330
65.38,113350
65.4,113316
65.42,113321
65.44,113389
65.46,113394
65.48,113353
65.5,113463
65.52,113456
65.54,113474
65.56,113501
65.58,113496
65.6,113569
65.62,113533
65.64,113506
65.66,113538
65.68,113647
65.7,113608
65.72,113721
65.74,113727
65.76,113688
65.78,113692
65.8,113679
65.82,113471
65.84,113368
65.86,113200
65.88,113102
65.9,113075
65.92,113059
65.94,113102
65.96,113082
65.98,113184
66,113230
66.02,113294
66.04,113316
66.06,113375
66.08,113382
66.1,113374
66.12,113240
66.14,113268
66.16,113310
66.18,113371
66.2,113360
66.22,113230
66.24,113307
66.26,113357
66.28,113422
66.3,113361
66.32,113435
66.34,113408
66.36,113451
66.38,113454
66.4,113459
66.42,113505
66.44,113450
66.46,113467
66.48,113501
66.5,113507
66.52,113519
66.54,113543
66.56,113478
66.58,113260
66.6,113052
66.62,113043
66.64,113007
66.66,113006
66.68,112884
66.7,112804
66.72,112853
66.74,112946
66.76,113074
66.78,113008
66.8,113019
66.82,113065
66.84,113130
66.86,113105
66.88,113087
66.9,113121
66.92,113054
66.94,113080
66.96,113094
66.98,113088
67,113224
67.02,113276
67.04,113243
67.06,113224
67.08,113285
67.1,113279
67.12,113242
67.14,113266
67.16,113298
67.18,113271
67.2,113346
67.22,113334
67.24,113303
67.26,113282
67.28,113145
67.3,112996
67.32,112879
67.34,112736
67.36,112662
67.38,112660
67.4,112675
67.42,112718
67.44,112763
67.46,112766
67.48,112798
67.5,112872
67.52,112872
67.54,112903
67.56,112902
67.58,112859
67.6,112850
67.62,112864
67.64,112854
67.66,112900
67.68,112908
67.7,112886
67.72,112931
67.74,112968
67.76,112985
67.78,113035
67.8,113037
67.82,113013
67.84,113033
67.86,113038
67.88,113040
67.9,113073
67.92,113081
67.94,113044
67.96,113088
67.98,113105
68,113133
68.02,113159
68.04,113112
68.06,112996
68.08,112852
68.1,112690
68.12,112575
68.14,112510
68.16,112434
68.18,112435
68.2,112473
68.22,112481
68.24,112549
68.26,112590
68.28,112579
68.3,112634
68.32,112655
68.34,112659
68.36,112704
68.38,112659
68.4,112639
68.42,112679
68.44,112665
68.46,112685
68.48,112752
68.5,112720
68.52,112743
68.54,112779
68.56,112814
68.58,112815
68.6,112860
68.62,112849
68.64,112857
68.66,112897
68.68,112887
68.7,112927
68.72,112965
68.74,112940
68.76,112941
68.78,112971
68.8,112958
68.82,113003
68.84,113047
68.86,113014
68.88,113049
68.9,113106
68.92,113087
68.94,113112
68.96,113032
68.98,112801
69,112684
69.02,112533
69.04,112448
69.06,112421
69.08,112409
69.1,112389
69.12,112444
69.14,112451
69.16,112510
69.18,112557
69.2,112568
69.22,112578
69.24,112620
69.26,112628
69.28,112654
69.3,112663
69.32,112627
69.34,112623
69.36,112663
69.38,112678
69.4,112714
69.42,112751
69.44,112744
69.46,112771
69.48,112795
69.5,112832
69.52,112881
69.54,112889
69.56,112844
69.58,112895
69.6,112899
69.62,112924
69.64,112957
69.66,112959
69.68,112946
69.7,112991
69.72,113014
69.74,113046
69.76,113074
69.78,113068
69.8,113068
69.82,113110
69.84,113121
69.86,113159
69.88,113173
69.9,113185
69.92,113210
69.94,113266
69.96,113254
69.98,113253
70,113124
70.02,112910
70.04,112754
70.06,112641
70.08,112538
70.1,112544
70.12,112524
70.14,112532
70.16,112571
70.18,112596
70.2,112630
70.22,112692
70.24,112712
70.26,112676
70.28,112750
70.3,112735
70.32,112753
70.34,112786
70.36,112756
70.38,112762
70.4,112794
70.42,112816
70.44,112835
70.46,112892
70.48,112873
70.5,112896
70.52,112941
70.54,112967
70.56,113005
70.58,113039
70.6,113021
70.62,113023
70.64,113048
70.66,113057
70.68,113108
70.7,113131
70.72,113107
70.74,113147
70.76,113168
70.78,113178
70.8,113221
70.82,113195
70.84,113221
70.86,113255
70.88,113290
70.9,113312
70.92,113351
70.94,113348
70.96,113361
70.98,113394
71,113340
71.02,113230
71.04,113084
71.06,112882
71.08,112770
71.1,112715
71.12,112669
71.14,112709
71.16,112759
71.18,112752
71.2,112779
71.22,112840
71.24,112866
71.26,112912
71.28,112919
71.3,112887
71.32,112900
71.34,112915
71.36,112905
71.38,112943
71.4,112922
71.42,112927
71.44,112964
71.46,113020
71.48,113031
71.5,113083
71.52,113097
71.54,113104
71.56,113154
71.58,113158
71.6,113184
71.62,113218
71.64,113193
71.66,113186
71.68,113229
71.7,113267
71.72,113289
71.74,113308
71.76,113280
71.78,113297
71.8,113352
71.82,113330
71.84,113393
71.86,113397
71.88,113399
71.9,113424
71.92,113462
71.94,113463
71.96,113527
71.98,113528
72,113451
72.02,113335
72.04,113202
72.06,113011
72.08,112952
72.1,112868
72.12,112843
72.14,112871
72.16,112888
72.18,112964
72.2,113029
72.22,113068
72.24,113081
72.26,113140
72.28,113130
72.3,113132
72.32,113145
72.34,113087
72.36,113076
72.38,113094
72.4,113081
72.42,113124
72.44,113183
72.46,113165
72.48,113224
72.5,113246
72.52,113252
72.54,113328
72.56,113330
72.58,113314
72.6,113331
72.62,113343
72.64,113331
72.66,113368
72.68,113340
72.7,113328
72.72,113350
72.74,113362
72.76,113372
72.78,113405
72.8,113398
72.82,113397
72.84,113443
72.86,113448
72.88,113483
72.9,113468
72.92,113308
72.94,113168
72.96,113056
72.98,112953
73,112909
73.02,112885
73.04,112855
73.06,112919
73.08,112985
73.1,113032
73.12,113131
73.14,113151
73.16,113155
73.18,113164
73.2,113173
73.22,113155
73.24,113140
73.26,113119
73.28,113080
73.3,113120
73.32,113124
73.34,113166
73.36,113205
73.38,113219
73.4,113231
73.42,113261
73.44,113291
73.46,113311
73.48,113349
73.5,113287
73.52,113304
73.54,113335
73.56,113314
73.58,113350
73.6,113385
73.62,113360
73.64,113363
73.66,113416
73.68,113405
73.7,113419
73.72,113340
73.74,113178
73.76,113035
73.78,112941
73.8,112859
73.82,112869
73.84,112842
73.86,112851
73.88,112896
73.9,112941
73.92,113013
73.94,113071
73.96,113070
73.98,113092
74,113130
74.02,113064
74.04,113063
74.06,113055
74.08,113010
74.1,113030
74.12,113055
74.14,113074
74.16,113117
74.18,113160
74.2,113135
74.22,113173
74.24,113213
74.26,113213
74.28,113281
74.3,113245
74.32,113246
74.34,113251
74.36,113262
74.38,113281
74.4,113307
74.42,113304
74.44,113312
74.46,113362
74.48,113297
74.5,113222
74.52,113078
74.54,112919
74.56,112793
74.58,112734
74.6,112689
74.62,112724
74.64,112753
74.66,112752
74.68,112809
74.7,112864
74.72,112902
74.74,112949
74.76,112982
74.78,112952
74.8,112948
74.82,112944
74.84,112895
74.86,112954
74.88,112940
74.9,112914
74.92,112953
74.94,112978
74.96,113002
74.98,113069
75,113062
75.02,113069
75.04,113110
75.06,113112
75.08,113120
75.1,113170
75.12,113136
75.14,113130
75.16,113180
75.18,113170
75.2,113203
75.22,113240
75.24,113226
75.26,113219
75.28,113138
75.3,112994
75.32,112848
75.34,112735
75.36,112603
75.38,112576
75.4,112570
75.42,112571
75.44,112620
75.46,112671
75.48,112660
75.5,112713
75.52,112754
75.54,112766
75.56,112810
75.58,112781
75.6,112763
75.62,112766
75.64,112749
75.66,112745
75.68,112806
75.7,112793
75.72,112797
75.74,112849
75.76,112879
75.78,112919
75.8,112966
75.82,112951
75.84,112940
75.86,112978
75.88,112977
75.9,113004
75.92,113045
75.94,113006
75.96,113002
75.98,113028
76,113050
76.02,113109
76.04,113116
76.06,113104
76.08,113070
76.1,112990
76.12,112817
76.14,112685
76.16,112561
76.18,112463
76.2,112446
76.22,112442
76.24,112448
76.26,112512
76.28,112531
76.3,112533
76.32,112596
76.34,112630
76.36,112662
76.38,112710
76.4,112657
76.42,112638
76.44,112684
76.46,112658
76.48,112684
76.5,112716
76.52,112698
76.54,112729
76.56,112782
76.58,112813
76.6,112867
76.62,112891
76.64,112852
76.66,112880
76.68,112914
76.7,112938
76.72,112973
76.74,112987
76.76,112949
76.78,112968
76.8,112991
76.82,113016
76.84,113052
76.86,113040
76.88,113023
76.9,113082
76.92,113099
76.94,113130
76.96,113186
76.98,113153
77,113094
77.02,113009
77.04,112803
77.06,112672
77.08,112562
77.1,112453
77.12,112427
77.14,112462
77.16,112468
77.18,112522
77.2,112564
77.22,112554
77.24,112614
77.26,112664
77.28,112665
77.3,112725
77.32,112706
77.34,112655
77.36,112694
77.38,112688
77.4,112717
77.42,112767
77.44,112755
77.46,112763
77.48,112821
77.5,112854
77.52,112883
77.54,112912
77.56,112902
77.58,112906
77.6,112965
77.62,112972
77.64,112971
77.66,113013
77.68,113009
77.7,113004
77.72,113057
77.74,113031
77.76,113083
77.78,113122
77.8,113085
77.82,113120
77.84,113167
77.86,113170
77.88,113236
77.9,113247
77.92,113240
77.94,113259
77.96,113281
77.98,113210
78,113108
78.02,112896
78.04,112714
78.06,112611
78.08,112567
78.1,112554
78.12,112605
78.14,112610
78.16,112649
78.18,112693
78.2,112710
78.22,112798
78.24,112832
78.26,112801
78.28,112826
78.3,112814
78.32,112797
78.34,112819
78.36,112828
78.38,112805
78.4,112842
78.42,112884
78.44,112914
78.46,112959
78.48,112997
78.5,112983
78.52,113012
78.54,113023
78.56,113051
78.58,113089
78.6,113088
78.62,113062
78.64,113122
78.66,113105
78.68,113131
78.7,113172
78.72,113175
78.74,113174
78.76,113205
78.78,113217
78.8,113218
78.82,113287
78.84,113269
78.86,113286
78.88,113334
78.9,113333
78.92,113381
78.94,113415
78.96,113339
78.98,113263
79,113090
79.02,112916
79.04,112851
79.06,112730
79.08,112670
79.1,112697
79.12,112742
79.14,112787
79.16,112867
79.18,112889
79.2,112930
79.22,112972
79.24,112997
79.26,112977
79.28,113006
79.3,112953
79.32,112902
79.34,112948
79.36,112929
79.38,112950
79.4,113022
79.42,112997
79.44,113010
79.46,113076
79.48,113101
79.5,113122
79.52,113171
79.54,113136
79.56,113144
79.58,113167
79.6,113160
79.62,113194
79.64,113195
79.66,113157
79.68,113200
79.7,113199
79.72,113199
79.74,113277
79.76,113293
79.78,113274
79.8,113300
79.82,113320
79.84,113359
79.86,113401
79.88,113377
79.9,113279
79.92,113151
79.94,113025
79.96,112911
79.98,112834
80,112773
80.02,112748
80.04,112793
80.06,112834
80.08,112887
80.1,112972
80.12,113002
80.14,113026
80.16,113077
80.18,113056
80.2,113057
80.22,113075
80.24,112994
80.26,113001
80.28,113015
80.3,113042
80.32,113084
80.34,113129
80.36,113106
